SKU_ID,sku,product_line,brand,sales,price
926,Sony Xperia XA 1 Black,Smart Phones (OS Based),"SONY",11,19990
927,Preethi MG Steele supreme 750W,Kitchen Appliances,"PREETHI",2,5999
928,CATZ Transparent Case IPhone 7,Phones Mobile Accessories,"BRILYANT",3,1349
929,HP PAV 13 U135TU 7Gi7 8GBN 256SSD+OFF,Mobile Computing,"HP",1,73490
930,SONY Earphone MDR-XB55AP Blue,Earphones/Headphones,"SONY",9,2490
931,Bajaj Mixer Grinder Bravo Dlx 500W,Kitchen Appliances,"BAJAJ",14,1799
932,HP InkCartridge F6V-26AA (680TriClr) New,Printers & Office Solutions,"HP",4,636
933,Croma Rice Cookr 1.8L CRAO1045,Ovens & Cookers,"CROMA",4,2306
934,Morphy Richards OTG 24L 24RSS,Ovens & Cookers,"MORPHYRICH",2,6769
935,Bajaj Kettle KTX09 1L SS,Kitchen Appliances,"BAJAJ",2,2339
936,Defunc Earphone Go Hybrid Black,Earphones/Headphones,"DEFUNC",1,899
937,Hyundai LP Powerbank 5000mAH,Phones Mobile Accessories,"CONTISTAR",1,764
938,Sony Blu-Ray DVD Player BDP-S1500,DVD/VCD/Content,"SONY",4,7415
939,IBALL BLUETOOTH HEADSET PULSE BT4 BLACK,Earphones/Headphones,"IBALL",5,1049
940,Scratchgard Tempered Glass-Universal 5.0,Phones Mobile Accessories,"SCRATCHGARD",1,499
941,ASUS 15 DM1232T 7Gi3 4GBN BLK,Mobile Computing,"ASUS",3,31826.66667
942,Oxigen Recharge,ECharge,"OXIGEN",10,744.4
943,Philips Handheld Steamer GC330/45,Home Appliances,"PHILIPS",2,6300
944,Croma Stick VC 600W CRAV0051,Home Appliances,"CROMA",1,2221
945,Circle Saberon X7C Keyboard+Mouse Combo,Input Devices,"CIRCLE",1,4499
946,CROMA S/AC 1.5T CRAC7486.3S V.1 PAC,Air Conditioners,"CROMA",3,27180
947,Beats EP OnEar Headphones Black,Earphones/Headphones,"BEATS",1,7900
948,Sony BT Headphone MDR-XB650BTR Red,Earphones/Headphones,"SONY",2,7990
949,Croma  BS Food Steamer CRAO1040,Ovens & Cookers,"CROMA",2,2609
950,Itek BT Headphone Light LED Black,Earphones/Headphones,"ITEK",4,1999
951,Sony BT Speaker XB30 Black,MP3 Players,"SONY",5,9990
952,SONY PS4 Slim 1TB Tekken 7,Gaming Hardware,"SONY",1,32990
953,IBALL BLUETOOTH HEADPHONE GLINT BLACK,Earphones/Headphones,"IBALL",6,1349
954,PANASONIC LED 124cm TH-49E400D,TV LCD,"PANASONIC",2,49751
955,SCRATCHGARD Tempred Glass Smsg J7 Nxt,Phones Mobile Accessories,"SCRATCHGARD",7,549
956,PHILIPS BLUETOOTH SPEAKER BT120 BLACK,MP3 Players,"PHILIPS",2,4999
957,Croma Mini USB Car Chgr 4.8A CA2267,Phones Mobile Accessories,"CROMA",31,550.6129032
958,Travel Blue adaptor Twist 2USB Wrld,Travel Accessories,"TRAVEL BLUE",2,2795
959,CROMA REF DC 170L CRAR0211 3S,Refrigerators,"CROMA",38,10604.73684
960,CROMA S/AC 1.5T CRAC7504 3S PAC,Air Conditioners,"CROMA",4,28050
961,Philips Earphone SHE5305 Black,Earphones/Headphones,"PHILIPS",4,1249
962,Croma BS Hand Bldr Chop Whisk CRK4171,Kitchen Appliances,"CROMA",6,3422.333333
963,Eveready Torch Flash Lite DL 55,Travel Accessories,"EVEREADY",1,150
964,Logitech Bluetooth Speaker X300 Blue,MP3 Players,"LOGITECH",1,2999
965,LG LED 109cm 43LJ523T,TV LCD,"LG",15,38095.46667
966,Philips Soup Maker HR2201/81,Kitchen Appliances,"PHILIPS",1,6793
967,Skywater Charging Case iPhone 5s 1900mAH,Phones Mobile Accessories,"SKYWATER",1,3229
968,Envent BT Heapdphone Boombud Black,Earphones/Headphones,"ENVENT",6,1699
969,SAMSUNG J7 Nxt Gold,Smart Phones (OS Based),"SAMSUNG",81,11486.44444
970,HP PAV 13 U131TU 7Gi3 4GBN+OFF(SLV),Mobile Computing,"HP",6,47542.5
971,Croma Rotary Massager 8 Rollers CRAH0055,Health & Personal Care,"CROMA",2,6038.5
972,Kent W-Purifier Grand RO+,Water Purifiers,"KENT",9,15990
973,Philips Pop-up Toaster 2SL HD2583/90,Kitchen Appliances,"PHILIPS",3,2270
974,Gionee M5 Lite Gold,Smart Phones (OS Based),"GIONEE",1,4500
975,Philips Earphone SHE5205 Black,Earphones/Headphones,"PHILIPS",7,1041.857143
976,BAJAJ Hand BlenderMajesty HB11 300W,Kitchen Appliances,"BAJAJ",2,1371.5
977,Croma OTG 18L CRAO0061,Ovens & Cookers,"CROMA",20,2871.65
978,Skullcandy BT Headphone Grind Silver BLK,Earphones/Headphones,"SkullCandy",1,6999
979,SAMSUNG Flip Cover J7 Max black,Phones Mobile Accessories,"SAMSUNG",4,655.25
980,Croma Ref FF 335L 3STR CRAR2402,Refrigerators,"CROMA",4,24612.5
981,PANASONIC INV/AC 1.5T CS-PS18SKYA 3S,Air Conditioners,"PANASONIC",1,41642
982,HP 15 bs541TU 6Gi3 4GBN + Off BLK,Mobile Computing,"HP",3,36490
983,PHILIPS Nose Trimmer NT1120,Health & Personal Care,"PHILIPS",8,965
984,Iball Raaga 2.1 Q9 Speakers,Speakers,"IBALL",2,1290
985,BOSCH WM FL 7KG WAK20160 IN,Washing Machines,"BOSCH",2,28899
986,Panasonic Phone C/L 3611BX/SX,Phones Fixed,"PANASONIC",5,2570
987,Bajaj Geyser Flora 3Ltr/4.5Kw,Home Appliances,"BAJAJ",1,3890
988,Stuffcool Clair Case iPhone 5S/ SE Clear,Phones Mobile Accessories,"STUFFCOOL",1,629
989,AA A4 Copier Paper 70 GSM (REAM),Printers & Office Solutions,"AA",3,210
990,Croma iPhone5/6 Adaptor CA4111,Phones Mobile Accessories,"CROMA",3,911
991,SIEMENS W/M FL 7.5KG WM10T165IN WHITE,Washing Machines,"SIEMENS",1,32725
992,Sandisk Pendrive32GB CZ50 Blade-032G-I35,Storage Media,"SANDISK",32,799
993,Gionee F103 Pro Gold,Smart Phones (OS Based),"GIONEE",9,10999
994,Philips Neckband HeadphoneS390,Earphones/Headphones,"PHILIPS",2,499
995,Google Play Gift Card - INR 750,Phones Mobile Providers,"GOOGLE",5,750
996,Gigaset Corded Phone DA210 New Mrp,Phones Fixed,"Gigaset",1,1249
997,Stuffcool Puretuff Tempered Smsg A9 Pro,Phones Mobile Accessories,"STUFFCOOL",1,389
998,LG W/M FL 8KG FH4G6TDNL22,Washing Machines,"LG",1,40366
999,Philips 2.1 spk MMS2550,Speakers,"PHILIPS",9,2682.555556
1000,Panasonic Phone C/L KX-TG3722,Phones Fixed,"PANASONIC",2,5890
1001,Energizer HT Micro USB Cable 1.2M,Phones Mobile Accessories,"ENERGIZER",4,486.5
1002,Bajaj Pedestal Fan Midea BP07 400mm,Fans,"BAJAJ",3,2529.666667
1003,WHIRLPOOL W/M SEMI 8KG ACETRBDRY COR PUR,Washing Machines,"WHIRLPOOL",8,12419.875
1004,Croma BT Spk Xplode Green ER2074 BT062,MP3 Players,"CROMA",1,1649
1005,HP 14- AL176TX 7GI5 8GB2X+ OFF BLK,Mobile Computing,"HP",23,57834.82609
1006,Pureit W/P Classic UV,Water Purifiers,"PUREIT",2,6990
1007,Philips Earphone SHE1455BK Black,Earphones/Headphones,"PHILIPS",5,469
1008,Croma LED HD 80cm EL7326 Android New,TV LCD,"CROMA-ADONIS",32,17869.8125
1009,Catz 3D Virtual Reality with Remote,Lifestyle & Wearables,"BRILYANT",2,1499
1010,Circle Powerbank ION 12500mAH,Phones Mobile Accessories,"CIRCLE",2,1399
1011,Morphy Richard MW Con25L 25CG,Microwaves,"MORPHYRICH",7,10990
1012,PANASONIC REF 450L NR-BX468VSX1 3S,Refrigerators,"PANASONIC",1,56525
1013,Sony LED 61cm 24P413D,TV LCD,"SONY",8,15490
1014,LG REF FF 308L GLI322RSAY SCARLETASTER3S,Refrigerators,"LG",4,30166
1015,WHIRLPOOL REF FF 360L IF 375 ELT AS 3S,Refrigerators,"WHIRLPOOL",8,33405
1016,HP DeskJet Ink Adv 3775 AIO Printer,Printers & Office Solutions,"HP",21,5948.714286
1017,JBL HEADPHONE T450 BLACK,Earphones/Headphones,"JBL",1,2490
1018,CREATIVE BT Speaker Nuno Blk,MP3 Players,"CREATIVE",1,3499
1019,Croma Wireless Laser Presntr XI3117 P001,Input Devices,"CROMA",1,1890
1020,SAMSUNG W/M TL 7KG WA70M4020HP/TL MP,Washing Machines,"SAMSUNG",14,22852
1021,Go Pro Remote 2.0,Imaging Accessories,"GO PRO",1,7600
1022,LENOVO 10 Miix320 DBIN AtomX5 2GBN SLV,Mobile Computing,"LENOVO",1,17590
1023,Sony Bluetooth Headset SBH20 Blk,Phones Mobile Accessories,"SONY",1,2694
1024,Croma Kettle SS 0.5Ltr CRK3030,Kitchen Appliances,"CROMA",16,1243.875
1025,SCRATCHGARD Tempered Glass 3D Galaxy S8+,Phones Mobile Accessories,"SCRATCHGARD",2,1614
1026,Philips 2.1 Speaker MMS6080B (Bluetooth),Speakers,"PHILIPS",12,4819.75
1027,Stuffcool Duo MicroUSB+Lightning Cable,Phones Mobile Accessories,"STUFFCOOL",1,999
1028,Philips Earphone W/mic SHE4205 Wht,Earphones/Headphones,"PHILIPS",2,999
1029,Croma Food Processor CRAK1033,Kitchen Appliances,"CROMA",1,3094
1030,LG REF FF 495L GLT542GTMX TWILIGHT BK 4S,Refrigerators,"LG",4,55666
1031,Merlin Levitating Speaker,Lifestyle & Wearables,"MERLIN",1,5990
1032,PHILIPS BLUETOOTH SPEAKER BT110A RED,MP3 Players,"PHILIPS",1,2999
1033,WHIRLPOOL W/M TL 7.5KG 360 BW ULTRA GRP,Washing Machines,"WHIRLPOOL",18,23014.44444
1034,CROMA LTNGCBL USB n Typ-C ADPR CA1776,Phones Mobile Accessories,"CROMA",9,968.5555556
1035,Sony BT Speaker XB40 Black,MP3 Players,"SONY",4,13990
1036,HP 15 AY554TU 6GI5 4GBN SLV,Mobile Computing,"HP",11,39726.36364
1037,Hwell 6out SurgeProtector with MstrSwtch,PC Accessories,"HONEYWELL",1,1299
1038,HP AIO 20-c029in Pent 4GB N BLK,Desktops,"HP",1,29990
1039,Philips Earphone SHE1405WT White,Earphones/Headphones,"PHILIPS",16,369
1040,LG REF FF 255L F282RPZY SHINEY STEEL 3S,Refrigerators,"LG",18,23442.61111
1041,Sony BT Speaker XB10 Red,MP3 Players,"SONY",1,3590
1042,LG REF SBS 687L GCB247SCUV DAFF WHT,Refrigerators,"LG",1,75000
1043,Philips Beard Trimmer QT4018/15,Health & Personal Care,"PHILIPS",28,2429
1044,LG REF FF 360L GL-T402EALYDALZEBN 3S AL,Refrigerators,"LG",8,40622
1045,Preethi JMG Zodiac 750W,Kitchen Appliances,"PREETHI",1,7990
1046,Philips Chopper HR2505/00,Kitchen Appliances,"PHILIPS",2,3605.5
1047,Nikon DSLR D3300(18-55/70-300) (New Mrp),Digital Cameras,"NIKON",7,40160
1048,Xiaomi Redmi Note 4 Gold 3GB/32GB,Smart Phones (OS Based),"XIAOMI",1,11999
1049,SIEMENS DRYER 7KG WT34A202IN VD WHITE,Dryers,"SIEMENS",1,29580
1050,TRAVEL BLUE 13.3inch Laptop Sleeve Black,Computer Bags,"TRAVEL BLUE",2,1195
1051,Symphony R/Cooler Touch 80,Cooling & Heating Appliances,"SYMPHONY",1,10004
1052,Samsung J2 Pro Black,Smart Phones (OS Based),"SAMSUNG",9,9090
1053,Nikon DSLR D7100 (18-105MM),Digital Cameras,"NIKON",1,77550
1054,Croma 500W Mixer grinder CRK4163,Kitchen Appliances,"CROMA",7,2107.857143
1055,LG K10 2017 Dual SIM LTE Black,Smart Phones (OS Based),"LG",16,12681.25
1056,Sony Tiny Pen Drive 8GB Blk,Storage Media,"SONY",6,307.5
1057,Cyber Power Powerbank 15000mAH,Phones Mobile Accessories,"Cyber Power",1,2691
1058,SAMSUNG REF FF 321L RT34M3743BS/HL 3S,Refrigerators,"SAMSUNG",10,30770
1059,Cyber Power Car Charger 2 Amp,Phones Mobile Accessories,"Cyber Power",2,449
1060,Stuffcool Mighty 2.5D Protr IPhone 7 Blk,Phones Mobile Accessories,"STUFFCOOL",11,799
1061,Apple New iPad Wi-Fi 32GB G,Tablets & Detachables,"APPLE",1,26600
1062,SAMSUNG LED 100cm 40M5000,TV LCD,"SAMSUNG",10,35955
1063,IFB W/M FL 8Kg Senator Aqua SX,Washing Machines,"IFB",8,34990
1064,Dell Ins 5559/i3/4GBGB/1TB Win10+Offie,Mobile Computing,"DELL",3,35490
1065,Croma Portable PowerBank 7800MAH XT4116,Phones Mobile Accessories,"CROMA",125,1041.72
1066,Panasonic Earphone HBE125ME Black,Earphones/Headphones,"PANASONIC",1,899
1067,Dell Ins 5368 i3/4GB/1TBWin 10 + Office,Mobile Computing,"DELL",1,50490
1068,Philips Earphone w Mic SHE3905GD Gold,Earphones/Headphones,"PHILIPS",2,895
1069,DELL inspiron 3567 7Gi5 4GBN +OFF BLK,Mobile Computing,"DELL",2,42490
1070,HITACHI REF FF 601L R-VG660PND3GGR 3S,Refrigerators,"HITACHI",1,75055
1071,GARMIN Fenix 5X Sapphire Grey,Lifestyle & Wearables,"GARMIN",1,56990
1072,SONY LED 140cm KD-55X8200E UHD/4K,TV LCD,"SONY",4,135725.5
1073,Stuffcool Mighty 2.5D Protr IPhone 6 Blk,Phones Mobile Accessories,"STUFFCOOL",3,799
1074,APPLE 10.5 iPad Pro WiFi 64GB G,Tablets & Detachables,"APPLE",3,50376.66667
1075,Croma 3.5mm aux cable with mic EE0557,Entertainment Accessories,"CROMA",2,449
1076,Samsung J7 Prime 32GB Gold,Smart Phones (OS Based),"SAMSUNG",29,15890.51724
1077,Morphy Iron Steam Glide 500009,Home Appliances,"MORPHYRICH",6,1542.5
1078,BLUESTAR S/AC 1.5T BS-3HW18FBTU 3S,Air Conditioners,"BLUESTAR",6,31866
1079,Travel Blue Sling Bags Urban Bag,Travel Accessories,"TRAVEL BLUE",1,2290
1080,Stuffcool Quest 4.4A TripleUSB Car Chrgr,Phones Mobile Accessories,"STUFFCOOL",1,899
1081,SAMSUNG W/M FL 6.5KG WF652B2STWQ/TL WHT,Washing Machines,"SAMSUNG",2,27990
1082,VIDEOCON REF DC 47L VC061PSH,Refrigerators,"VIDEOCON",1,7081
1083,SAMSUNG REF FF 523L RT54K6558SL/TL 3S,Refrigerators,"SAMSUNG",7,59202
1084,E-Philips Iron Azure GC4912,Home Appliances,"PHILIPS",1,8995
1085,Targus 15.6inch Dynamic Backpack NVY,Computer Bags,"TARGUS",6,915.6666667
1086,Dell Insp7560/7th/i5/8GB/1TB/4GB Win 10,Mobile Computing,"DELL",9,66895.77778
1087,Kindle PaperWhite Wi-Fi-New(4GB)-2015WHT,Tablets & Detachables,"Kindle",3,8999
1088,Catz Tempered Glass iPhone 7 Plus,Phones Mobile Accessories,"BRILYANT",3,1255.666667
1089,DELL 15 Vostro 3568 6Gi3 4GBN+Off W/OBag,Mobile Computing,"DELL",5,35558
1090,Neopack Leather 13.3 inch Sleeve TAN,Computer Bags,"NeoPack",1,2499
1091,LG W/M FL 7KG FH0G7QDNL52,Washing Machines,"LG",3,34501.33333
1092,LG M/W Conv 28L MC2846BCT,Microwaves,"LG",3,15987
1093,Samsung Galaxy S7 Edge 32GB Black,Smart Phones (OS Based),"SAMSUNG",1,42900
1094,Logitech K230 Keyboard WL,Input Devices,"LOGITECH",3,799
1095,Croma Citrus Juicer CRAK4161,Kitchen Appliances,"CROMA",9,954.5555556
1096,APPLE 13in Macbook PRO MPXT2 i5 256GB SG,Mobile Computing,"APPLE",7,108506.5714
1097,Travel Blue Padlocks Safe SnapBlack,Travel Accessories,"TRAVEL BLUE",1,545
1098,Hitachi LED 127cm LD50SY11A-CIW,TV LCD,"Hitachi-TV",4,43408.75
1099,Premier WIDE RANGE INV400,Air Conditioners,"PREMIER",1,2390
1100,Envent BT Speaker Livefree 570 Black,MP3 Players,"ENVENT",1,4199
1101,HP Trendseter Bag,Computer Bags,"HP",8,1398.875
1102,Croma 22.9cm tab Unisex sling bag XL5180,Computer Bags,"CROMA",5,1390
1103,SONY Earphone MDR-EX155 Blue,Earphones/Headphones,"SONY",3,990
1104,Croma W/M TL 6kg FA CRAW1300,Washing Machines,"CROMA",5,15494
1105,Eveready Alkline Battery Ultima 6xAAA,Travel Accessories,"EVEREADY",4,180
1106,MILCENT FM Whisper Neo VacCln210 CofCrm,Kitchen Appliances,"MILCENT",6,14061
1107,HP Pav 15-au620TX Slv 39cm,Mobile Computing,"HP",11,55535.45455
1108,Boat Bluetooth Speaker Stone200 Black,MP3 Players,"BOAT",1,1499
1109,Apple New iPad Wi-Fi 32GB SG,Tablets & Detachables,"APPLE",9,26700
1110,Croma universal USB Adapter 1A EP0142,Travel Accessories,"CROMA",3,489
1111,WHIRLPOOL REF FF 340L IF 355 ELT AS 3S,Refrigerators,"WHIRLPOOL",6,29325
1112,Itek Stay Fit Bluetooth Headset Blk,Earphones/Headphones,"ITEK",1,999
1113,Philips Portable Player AZ329,Audio Systems,"PHILIPS",4,3495
1114,Apple D/Top iMac 53.7cm MK142HN/A 21inch,Desktops,"APPLE",1,73710
1115,Croma Steam Iron CRAK2100 Cordless,Home Appliances,"CROMA",2,1862.5
1116,Dlink 3G W/L Router DWR 710,Networking,"DLINK",1,150
1117,CATZ Powerbank 20000mAH,Phones Mobile Accessories,"BRILYANT",3,2332.333333
1118,A.O.SMITH Geyser 15L/ver/SGS,Home Appliances,"A.O.SMITH",4,9775
1119,ITEK RAPID  8 PIN LIGHTNING TO USB SILVR,Phones Mobile Accessories,"ITEK",2,1495
1120,Samsung M/W Con 21L CE76JD/XTL,Microwaves,"SAMSUNG",5,11279.6
1121,E-LG WASH/DRY 8/5KG F4J6TGP0W.ABWPEIL,Washing Machines,"LG",1,53796
1122,Airtel Prepaid New Sim 3,Simcard,"AIRTEL",3,445
1123,WHIRLPOOL REF FF 330L 343D PROTON ROY AS,Refrigerators,"WHIRLPOOL",8,33586.125
1124,Skywater Car Charger 6.3A Blk,Phones Mobile Accessories,"SKYWATER",2,849
1125,Croma BT Spk XBoom Blue ER2075 BT022,MP3 Players,"CROMA",3,1149
1126,Croma 4port Universal USB adapter CA2265,Phones Mobile Accessories,"CROMA",1,895
1127,Logitech M238 Cocktail,Input Devices,"LOGITECH",1,593
1128,Stuffcool Debut Auxillary Cable 1.2m Wht,Phones Mobile Accessories,"STUFFCOOL",4,268.25
1129,ACER Backpack 39cm New,Computer Bags,"ACER",34,999
1130,APPLE iMac MNDY2HN/A 3.0GHz i5 4K 21.5,Desktops,"APPLE",4,95538
1131,GodrejGP Rchg Bat 2xAAA 600mAh,Travel Accessories,"GODREJ",1,150
1132,Croma BT Pocket Spk ER2073 BT064,MP3 Players,"CROMA",1,2990
1133,Croma BT Spk XBoom Red ER2075 BT022,MP3 Players,"CROMA",1,1149
1134,Croma DLED HDR 80cm EL7315 V.4 New,TV LCD,"CROMA-ADONIS",99,13860.60606
1135,JBL Bluetooth Speaker Xtreme Black,MP3 Players,"JBL",1,18990
1136,HP Ink Cartridge 802 Tri-Color,Printers & Office Solutions,"HP",2,1829
1137,Racold Geyser 25L/Ver-Altro 2+,Home Appliances,"RACOLD",1,7992
1138,Bajaj Majesty Sandwich Toaster SWX 3,Kitchen Appliances,"BAJAJ",3,1225.666667
1139,TPLink 300Mbp W/L N Rout TLWR841N,Networking,"TP-LINK",12,1196.5
1140,Envent BT Heapdphone Livefun560 Black,Earphones/Headphones,"ENVENT",1,1499
1141,Stuffcool Arc Fab Case iPhone 7 / 6S Clr,Phones Mobile Accessories,"STUFFCOOL",5,809
1142,STUFFCOOL Hybrid Case Nokia 3 Clr,Phones Mobile Accessories,"STUFFCOOL",2,499
1143,Eureka Forbes Quick Clean DX,Home Appliances,"EUREKAFORB",7,3499
1144,Braun Female Epilator SE5-541 Wet&Dry,Health & Personal Care,"BRAUN",1,7495
1145,DELL 5567 7Gi5 8GB4X 2TB +Off GRY,Mobile Computing,"DELL",1,63490
1146,Targus 15.6inch Sport Backpack RD,Computer Bags,"TARGUS",1,899
1147,Travel Blue locks TSA Combi Lock,Travel Accessories,"TRAVEL BLUE",3,895
1148,Sony Home Theatre HT-IV300,Home Theatre,"SONY",1,21990
1149,BOSCH W/M FL 7KG WAK24169IN SILVER,Washing Machines,"BOSCH",10,31449
1150,WHIRLPOOL INV/AC 1.5T FANTASIA 3S,Air Conditioners,"WHIRLPOOL",1,33566
1151,Skullcandy Ephone Jib Black,Earphones/Headphones,"SkullCandy",3,799
1152,LG REF FF 420L GLI472QPZX SHINEYSTEEL 4S,Refrigerators,"LG",7,45466
1153,SAMSUNG REF FF 253L RT28K3023SE/HL SL 3S,Refrigerators,"SAMSUNG",13,21493.38462
1154,Philips Headphone SHP1901 Blk,Earphones/Headphones,"PHILIPS",2,549
1155,SAMSUNG REF SBS 838L RH77J90407H,Refrigerators,"SAMSUNG",1,161880
1156,Sony PS4 Slim 500GB + Controller,Gaming Hardware,"SONY",1,29990
1157,Sony Sports Earphone XB510AS Red,Earphones/Headphones,"SONY",2,2790
1158,Lenovo 15 IP510 Q7IH 7Gi5 8GB2X+OFF (GM),Mobile Computing,"LENOVO",10,54290
1159,Samsung Travel Adaptor with Cable,Phones Mobile Accessories,"SAMSUNG",7,475.8571429
1160,HITACHI W/AC 1.5T RAW318KUD 3S,Air Conditioners,"HITACHI",2,25322
1161,Iball Keyboard Winner USB V2.0,Input Devices,"IBALL",3,432.3333333
1162,Philips Coffee Maker Mini HD7431/20,Kitchen Appliances,"PHILIPS",1,2295
1163,Acer SA5-271 6Gi5 4GB 256GB SSD,Mobile Computing,"ACER",1,57940
1164,SONY PS4 Slim 500GB HZD + R&C + DC,Gaming Hardware,"SONY",6,28990
1165,PANASONIC REF FF 602L NR-BY608XSX1,Refrigerators,"PANASONIC",1,78200
1166,Samsung J5 Prime Gold,Smart Phones (OS Based),"SAMSUNG",1,3500
1167,LG W/M SEMI 7.5KGP8537R3SA MAUVE,Washing Machines,"LG",6,13742.66667
1168,Nokia 230 DS Dark Silver,Phones Mobile,"NOKIA",14,3892.071429
1169,PANASONIC 2.1 CH SPEAKER SC-HT18GW-K BLK,Speakers,"PANASONIC",2,3490
1170,SONY Xperia XA1 Ultra White,Smart Phones (OS Based),"SONY",1,29990
1171,Samsung LED 124cm 49KU6470 UHD,TV LCD,"SAMSUNG",1,88075
1172,Croma Prism Binocs 8x21mm IA2008 BD2271B,Imaging Accessories,"CROMA",1,1899
1173,Seagate HDD 1TB Backup Plus Slim 3.0 BLU,Storage Media,"SEAGATE",23,4185.565217
1174,Hama sync&charge micro USB cable 108990,Phones Mobile Accessories,"HAMA",5,293
1175,SAREGAMA MUSIC CARD Asha Bhosle,DVD/VCD/Content,"SAREGAMA",1,600
1176,A.O.Smith Geyser 25L/Ver/SDS,Home Appliances,"A.O.SMITH",1,11650
1177,"Croma 15.4""Laptop Bag CRXL5118",Computer Bags,"CROMA",10,999
1178,Energizer Tempered Glass 4.7inch - 5inch,Phones Mobile Accessories,"ENERGIZER",2,179
1179,LENOVO TAB3-710 F ESSNTIAL ZA0R0039IN DM,Dummy Laptop / Netbook / Tabs,"LENOVO",1,4999
1180,LG W/MACH FL 6KG FH0B8NDL22,Washing Machines,"LG",16,25075.375
1181,PHILIPS BT SPEAKER MMS2140 BLACK,Audio Systems,"PHILIPS",2,5240
1182,WHIRLPOOL REF FF 500L IF 515 AS 3S,Refrigerators,"WHIRLPOOL",1,55462
1183,Philips Headphone SHL3095BK Black,Earphones/Headphones,"PHILIPS",5,1295
1184,Philips Kettle 1.2Ltr HD9303/02,Kitchen Appliances,"PHILIPS",10,2445
1185,Sony Dual Usb Car Charger Fast 4.8 Amp,Phones Mobile Accessories,"SONY",7,1096.428571
1186,WHIRLPOOL W/M TL 7KG SW DEEPCLEAN GREY,Washing Machines,"WHIRLPOOL",2,19780
1187,Samsung Jmax T285 Gold 18cm,Tablets & Detachables,"SAMSUNG",10,11900
1188,Philips Portable Player AZ302,Audio Systems,"PHILIPS",1,2120
1189,STRONTIUM OTG Type C 64 gb,Phones Mobile Accessories,"Strontium",1,2799
1190,JBL Bluetooth Speaker TUNE Black,MP3 Players,"JBL",1,4990
1191,Canon Lens-EFS 55-250MM 1:4-5.6 IS II,Imaging Accessories,"CANON",1,17460
1192,Sony LED 102cm 40R352D,TV LCD,"SONY",1,34997
1193,Targus 15.6inch Sport Backpack NVY,Computer Bags,"TARGUS",1,899
1194,APPLE iMac MNEA2HN/A 3.5GHz i5 5K 27in,Desktops,"APPLE",2,154287
1195,Lenovo 14 Yoga520 QBIN 7Gi5 4GBN+Off CHM,Mobile Computing,"LENOVO",8,56608.875
1196,ITEK RAPID  8 PIN LIGHTNING TO USB CHMPN,Phones Mobile Accessories,"ITEK",6,1299
1197,Vivo V5 Plus Gold,Smart Phones (OS Based),"VIVO",16,22990
1198,LG M/W Conv 32L MC3286BRUM,Microwaves,"LG",3,20715.33333
1199,Samsung J2 Pro Gold,Smart Phones (OS Based),"SAMSUNG",24,9080.541667
1200,SAMSUNG REF FF 253L RT28M3424S8  4S,Refrigerators,"SAMSUNG",8,23970
1201,SAREGAMA MP3 Player Carvaan Blue,MP3 Players,"SAREGAMA",1,5990
1202,SAMSUNG REF SBS 680L RF60J9090SL/TL,Refrigerators,"SAMSUNG",4,134837.25
1203,HP 14 AM119Tx 7Gi5 8GB2X+Off SLV,Mobile Computing,"HP",1,50490
1204,Sony Earphone MDR-XB50AP Blue,Earphones/Headphones,"SONY",1,2490
1205,Sony DSLR 6000Y Dual Kit (16-50/55-210),Digital Cameras,"SONY",2,57991
1206,Lenovo Premium Carrycase 33cm,Computer Bags,"LENOVO",3,1999
1207,Sony Earphone MDR-E9LP/LC Blue,Earphones/Headphones,"SONY",4,590
1208,Croma Hair Dryer 1500W CRAH4122,Health & Personal Care,"CROMA",7,1445
1209,Sony Digicam 18MP WX350 Blk (New MRP),Digital Cameras,"SONY",1,17416
1210,Morphy Juicer Maximo Juicer 450W,Kitchen Appliances,"MORPHYRICH",1,2739
1211,Sandisk Ultra dual drive 32 gb,Phones Mobile Accessories,"SANDISK",37,951.3243243
1212,Stuffcool Clasp AC Vent Car Mount,Phones Mobile Accessories,"STUFFCOOL",2,369
1213,MS Surfce Pro4CR3-00022 256GBi5 8GB TS31,Tablets & Detachables,"MICROSOFT",2,85646
1214,SAMSUNG W/M FL 8KG WW80J4213KW/TL,Washing Machines,"SAMSUNG",5,33218
1215,SAMSUNG LED 80cm 32M4100/32M4200,TV LCD,"SAMSUNG",18,23716.94444
1216,Samsung Galaxy S7 Edge Pink Gold,Smart Phones (OS Based),"SAMSUNG",1,42900
1217,Philips Hair Straightnr HP8316,Health & Personal Care,"PHILIPS",13,2299
1218,HP PAV 11 U107TU 7GI3 4GBN+OFF(SLV),Mobile Computing,"HP",3,44156.66667
1219,Samsung Mono Bluetooth Headset BHM1350,Phones Mobile Accessories,"SAMSUNG",4,989
1220,Super General 1.5T Portable AC,Air Conditioners,"Super General",2,33146
1221,HP Ink Cartridge F6V- 20AA (803-Tri Clr),Printers & Office Solutions,"HP",1,949
1222,Itek Action Pro Sports Camera,Digital Cameras,"ITEK",1,4999
1223,Sony 2.1Ch Soundbar HT-CT390,Home Theatre,"SONY",6,15249.5
1224,FUSE CHICKEN Rivet Charge Lightening Cbl,Phones Mobile Accessories,"FUSE CHICKEN",1,2799
1225,Tizum Aux Cable 3.5mm,Phones Mobile Accessories,"AIRPLUS",1,424
1226,Dell Insp 5378/7th Ge/ i7/8GB/1TB Win 10,Mobile Computing,"DELL",1,71240
